row_id,state,condition_category,responder_type,statute_citation,date_effective,date_effective_snippet,date_sunset,date_sunset_snippet,notes,any_date,needs_review
330,TX,other,firefighter,Tex. Gov't Code § 607.053,NA,NA,NA,NA,"Cannot be rebutted by evidence that immunization was not required by employer, not required by law, or received voluntarily. 5-year service and pre-employment exam requirements apply via § 607.052 applicability section. Disease must be discovered during employment per § 607.052(a)(3). Tobacco exclusion applies under § 607.052(b)(4).",FALSE,FALSE
331,TX,other,emt_paramedic,Tex. Gov't Code § 607.053,NA,NA,NA,NA,"Same terms as firefighter row. EMTs and emergency medical technicians covered under § 607.052 applicability. Cannot be rebutted by evidence immunization was voluntary. 5-year service and pre-employment exam requirements per § 607.052. Volunteer firefighters covered if meeting activity thresholds (40% of drills, 25% of calls).",FALSE,FALSE
332,TX,infectious,firefighter,Tex. Gov't Code § 607.054,NA,NA,NA,NA,§ 607.054 covers TB (infectious) and other lung/respiratory diseases (respiratory) in one statutory provision; split into two rows per schema rules. Rebuttal per § 607.058 requires preponderance of evidence that non-service cause was a substantial factor; ALJ must consider whether a qualified expert relying on evidence-based medicine so stated. Tobacco exclusion under § 607.052(b)(4): does not apply if disease is known to be tobacco-caused and firefighter/EMT or their smoking spouse used tobacco during the marriage. Disease must be discovered during employment.,FALSE,FALSE
333,TX,respiratory,firefighter,Tex. Gov't Code § 607.054,NA,NA,NA,NA,Same statute as TB/infectious row; this row captures the non-TB respiratory coverage. Statute language: 'any other disease or illness of the lungs or respiratory tract that has a statistically positive correlation with service as a firefighter or emergency medical technician.' Tobacco exclusion and discovery-during-employment requirement apply.,FALSE,FALSE
334,TX,infectious,emt_paramedic,Tex. Gov't Code § 607.054,NA,NA,NA,NA,Same terms as firefighter TB row under § 607.054. Applies to EMTs covered under § 607.052.,FALSE,FALSE
335,TX,respiratory,emt_paramedic,Tex. Gov't Code § 607.054,NA,NA,NA,NA,Same terms as firefighter respiratory row under § 607.054. Tobacco exclusion and discovery-during-employment requirement apply.,FALSE,FALSE
336,TX,cancer,firefighter,Tex. Gov't Code § 607.055,NA,NA,NA,NA,"Firefighter must have regularly responded on scene to fire calls, OR regularly responded to an event involving documented release of radiation or a known/suspected carcinogen. Rebuttal per § 607.058 requires preponderance of evidence; ALJ must consider whether a qualified expert relying on evidence-based medicine stated the opinion. Tobacco exclusion: disease known to be caused by tobacco use bars the presumption if firefighter/EMT or smoking spouse used tobacco.",FALSE,FALSE
337,TX,cancer,emt_paramedic,Tex. Gov't Code § 607.055,NA,NA,NA,NA,Same terms as firefighter row under § 607.055. Tobacco exclusion applies.,FALSE,FALSE
338,TX,cardiovascular,firefighter,Tex. Gov't Code § 607.056,NA,NA,NA,NA,"Requires that while on duty, firefighter was engaged in nonroutine stressful or strenuous physical activity (fire suppression, rescue, hazmat, EMS, emergency response, or nonroutine training exercise) AND the AMI/stroke occurred during that activity. Does not include clerical, administrative, or nonmanual activities. Tobacco exclusion applies.",FALSE,FALSE
339,TX,cardiovascular,emt_paramedic,Tex. Gov't Code § 607.056,NA,NA,NA,NA,Same terms as firefighter row under § 607.056. AMI/stroke must occur during nonroutine strenuous activity while on duty. Tobacco exclusion applies.,FALSE,FALSE
340,TX,mental,firefighter,Tex. Labor Code § 504.019,NA,NA,NA,NA,"Applies to firefighters subject to certification by Texas Commission on Fire Protection whose principal duties are firefighting and aircraft crash and rescue, employed by a political subdivision. PTSD must be diagnosed as caused by an event in course and scope of employment, and preponderance of evidence must show the event was a substantial contributing factor. Mental/emotional injury from legitimate personnel action (transfer, promotion, demotion, termination) is not compensable per § 408.006.",FALSE,FALSE
341,TX,mental,emt_paramedic,Tex. Labor Code § 504.019,NA,NA,NA,NA,"Applies to persons licensed under Chapter 773, Health and Safety Code, as emergency care attendants, EMTs, EMT-intermediates, EMT-paramedics, or licensed paramedics, employed by a political subdivision. Same PTSD diagnostic and causation requirements as firefighter row.",FALSE,FALSE
342,TX,mental,law_enforcement,Tex. Labor Code § 504.019,NA,NA,NA,NA,"Applies to peace officers under Article 2.12, Code of Criminal Procedure, employed by a political subdivision. Same PTSD diagnostic and causation requirements. Mental/emotional injury from legitimate personnel action is not compensable.",FALSE,FALSE
343,TX,other,firefighter_volunteer,"Tex. Gov't Code §§ 607.052(f), 607.053",NA,NA,NA,NA,Volunteer firefighters explicitly covered under § 607.052(f). Must participate in minimum 40% of drills and 25% of fire or emergency calls while on call. Same terms as paid firefighter row under § 607.053.,FALSE,FALSE
344,TX,infectious,firefighter_volunteer,"Tex. Gov't Code §§ 607.052(f), 607.054",NA,NA,NA,NA,Volunteer firefighters explicitly covered under § 607.052(f); must participate in minimum 40% of drills and 25% of fire or emergency calls while on call. Same terms as paid firefighter TB row under § 607.054.,FALSE,FALSE
345,TX,respiratory,firefighter_volunteer,"Tex. Gov't Code §§ 607.052(f), 607.054",NA,NA,NA,NA,Volunteer firefighters explicitly covered under § 607.052(f); must participate in minimum 40% of drills and 25% of fire or emergency calls while on call. Same terms as paid firefighter respiratory row under § 607.054.,FALSE,FALSE
346,TX,cancer,firefighter_volunteer,"Tex. Gov't Code §§ 607.052(f), 607.055",NA,NA,NA,NA,Volunteer firefighters explicitly covered under § 607.052(f). Must participate in minimum 40% of drills and 25% of fire or emergency calls while on call. Must have regularly responded to fire calls or events involving radiation/carcinogens. Same terms as paid firefighter row under § 607.055.,FALSE,FALSE
347,TX,cardiovascular,firefighter_volunteer,"Tex. Gov't Code §§ 607.052(f), 607.056",NA,NA,NA,NA,Volunteer firefighters explicitly covered under § 607.052(f). Must participate in minimum 40% of drills and 25% of fire or emergency calls while on call. AMI/stroke must occur during nonroutine strenuous activity while on duty. Same terms as paid firefighter row under § 607.056.,FALSE,FALSE
348,UT,cardiovascular,firefighter,Utah Code 49-16-102,NA,NA,NA,NA,"Covers paid firefighters only (2,080 hrs/year). A firefighter who received a service-connected disability for 6+ months due to violence or illness other than heart/lung/respiratory, then returned to service, cannot invoke the presumption for heart/lung/respiratory for 2 years after return unless clear and convincing evidence of direct causation from firefighter service.",FALSE,FALSE
349,UT,respiratory,firefighter,Utah Code 49-16-102,NA,NA,NA,NA,"Same statute and same conditions as cardiovascular row; lung disease and respiratory tract condition covered alongside heart disease. Paid firefighters only (2,080 hrs/year). 2-year re-entry exclusion applies (see cardiovascular row).",FALSE,FALSE
350,UT,cancer,firefighter,Utah Code 34A-3-113,NA,NA,NA,NA,"Covers paid and volunteer firefighters (34A-3-113 references 67-20-2(5)(b)(ii) which includes volunteers). Annual physical examinations required during employment. Must have regularly responded to firefighting or emergency calls within the 8-year period. Tobacco exclusion: no tobacco use for 8 years preceding report to employer. If employed by multiple employers, last-substantial-exposure employer/insurer is liable. Limited cancer list: pharynx, esophagus, lung, mesothelioma only.",FALSE,FALSE
351,UT,cancer,firefighter_volunteer,Utah Code 34A-3-113,NA,NA,NA,NA,Statute defines firefighter to include volunteer members per 67-20-2(5)(b)(ii). Same 8-year service and annual exam requirements apply. Tobacco exclusion: no tobacco use for 8 years preceding report.,FALSE,FALSE
352,UT,infectious,emt_paramedic,Utah Code 34A-2-901,NA,NA,NA,NA,"Two pathways: (1) Employment commenced before July 1, 1988: tests positive during employment or within 3 months post-termination; (2) Employment commenced on/after July 1, 1988: must test negative at commencement AND 3 months later, then test positive during employment or within 3 months post-termination. Agency must inform providers of provisions at commencement and termination.",FALSE,FALSE
353,VA,respiratory,firefighter,Va. Code § 65.2-402(A),NA,NA,NA,NA,"Covers salaried firefighters, volunteer firefighters, and Department of Emergency Management hazardous materials officers. Rebuttable by preponderance of competent evidence to the contrary.",FALSE,FALSE
354,VA,respiratory,firefighter_volunteer,Va. Code § 65.2-402(A),NA,NA,NA,NA,Volunteer firefighters explicitly named. Rebuttable by preponderance of competent evidence to the contrary.,FALSE,FALSE
355,VA,cardiovascular,firefighter,Va. Code § 65.2-402(B),NA,NA,NA,NA,Covers salaried and volunteer firefighters. Broad law enforcement coverage under same section (see law_enforcement row). Rebuttable presumption.,FALSE,FALSE
356,VA,cardiovascular,firefighter_volunteer,Va. Code § 65.2-402(B),NA,NA,NA,NA,Volunteer firefighters explicitly named. Rebuttable presumption.,FALSE,FALSE
357,VA,cardiovascular,law_enforcement,Va. Code § 65.2-402(B),NA,NA,NA,NA,"Covers State Police Officers' Retirement System members; county/city/town police; sheriffs/deputy sheriffs; Virginia Marine Police; conservation police; Capitol Police; Virginia ABC special agents; airport authority police (Metropolitan Washington, Norfolk); Virginia Port Authority police; campus police. Rebuttable presumption.",FALSE,FALSE
358,VA,cardiovascular,emt_paramedic,Va. Code § 65.2-402(B),NA,NA,NA,NA,Covers salaried/volunteer EMS personnel where the locality has adopted an authorizing resolution. Coverage is not automatic — requires local legislative action. Rebuttable presumption.,FALSE,FALSE
359,VA,cancer,firefighter,Va. Code § 65.2-402(C),NA,NA,NA,NA,"Covers salaried/volunteer firefighters and DEM hazmat officers. Colon, brain, and testicular: no presumption for diagnosis before July 1, 2020. Bladder and thyroid: no presumption for diagnosis before July 1, 2023. Rebuttable presumption.",FALSE,FALSE
360,VA,cancer,firefighter_volunteer,Va. Code § 65.2-402(C),NA,NA,NA,NA,"Volunteer firefighters explicitly named. Same effective-date restrictions as salaried firefighters for colon, brain, testicular, bladder, thyroid. Rebuttable presumption.",FALSE,FALSE
361,VA,cancer,law_enforcement,Va. Code § 65.2-402(C),NA,NA,NA,NA,"Covers State Police Officers' Retirement System members who handle hazardous materials, infectious substances, radiological agents, fentanyl, or methamphetamine; commercial vehicle enforcement officers/motor carrier safety troopers; arson/bomb investigators (state police); full-time enforcement division motor vehicle officers. Rebuttable presumption.",FALSE,FALSE
362,VA,infectious,firefighter,Va. Code § 65.2-402.1(A),NA,NA,NA,NA,Covers salaried/volunteer firefighters. Requires documented occupational exposure to blood or body fluids. Rebuttable presumption.,FALSE,FALSE
363,VA,infectious,firefighter_volunteer,Va. Code § 65.2-402.1(A),NA,NA,NA,NA,Volunteer firefighters explicitly named. Requires documented occupational exposure. Rebuttable presumption.,FALSE,FALSE
364,VA,infectious,emt_paramedic,Va. Code § 65.2-402.1(A),NA,NA,NA,NA,Covers salaried/volunteer EMS personnel. Requires documented occupational exposure. Rebuttable presumption.,FALSE,FALSE
365,VA,infectious,law_enforcement,Va. Code § 65.2-402.1(A),NA,NA,NA,NA,Covers State Police Retirement System members; county/city/town police; sheriffs/deputies; Virginia Marine Police; conservation police; Capitol Police; ABC special agents; airport authority police; Virginia Port Authority police; campus police. Requires documented occupational exposure. Rebuttable presumption.,FALSE,FALSE
366,VA,infectious,corrections,Va. Code § 65.2-402.1(A),NA,NA,NA,NA,"Correctional officers covered. Presumption does not apply for diagnosis before July 1, 2020. Requires documented occupational exposure. Rebuttable presumption.",FALSE,FALSE
367,VA,infectious,firefighter,Va. Code § 65.2-402.1(B)(2),NA,NA,NA,NA,"Salaried/volunteer firefighters. Requires positive diagnostic test, appropriate incubation period, and symptoms requiring medical treatment. Vaccine refusal disqualifies from presumption. Rebuttable presumption.",FALSE,FALSE
368,VA,infectious,law_enforcement,Va. Code § 65.2-402.1(B)(2),NA,NA,NA,NA,"Law enforcement officers as defined in § 9.1-101. Requires positive diagnostic test, incubation period, and symptoms requiring medical treatment. Vaccine refusal disqualifies. Rebuttable presumption.",FALSE,FALSE
369,VA,infectious,corrections,Va. Code § 65.2-402.1(B)(2),NA,NA,NA,NA,"Correctional officers and regional jail officers. Requires positive diagnostic test, incubation period, and symptoms requiring medical treatment. Vaccine refusal disqualifies. Rebuttable presumption.",FALSE,FALSE
370,VA,mental,firefighter,Va. Code § 65.2-107,NA,NA,NA,NA,"Covers salaried firefighters (including special forest wardens, EMS personnel, fire scene investigators) and volunteer firefighters/EMS. Requires diagnosis by board-certified psychiatrist or licensed psychologist. Qualifying events: serious bodily injury/death, incidents involving minors, immediate life threat, mass casualties, or crime scene investigation on or after July 1, 2020. Excludes PTSD from personnel actions. Not a true rebuttable presumption — requires diagnosis + qualifying event criteria (no presumption of causation, just compensability pathway).",FALSE,FALSE
371,VA,mental,firefighter_volunteer,Va. Code § 65.2-107,NA,NA,NA,NA,Volunteer EMS and volunteer firefighters explicitly covered. Same qualifying event criteria as salaried firefighters. Not a traditional rebuttable presumption — compensability pathway requiring diagnosis + qualifying event.,FALSE,FALSE
372,VA,mental,emt_paramedic,Va. Code § 65.2-107,NA,NA,NA,NA,EMS personnel explicitly named under the firefighter definition in this section. Same qualifying event criteria apply.,FALSE,FALSE
373,VA,mental,law_enforcement,Va. Code § 65.2-107,NA,NA,NA,NA,"Law-enforcement officer definition is broad: State Police Officers' Retirement System members; county/city/town police; sheriffs/deputy sheriffs; Dept. of Emergency Management hazmat officers; city sergeants of Richmond; Virginia Marine Police; conservation police officers; Capitol Police; VA ABC special agents; MWAA police; Norfolk Airport Authority police; Virginia Port Authority sworn officers; campus police (public institutions). Qualifying events (on/after July 1, 2020): serious bodily injury/death, incidents involving minors, immediate life threat, mass casualties, crime scene investigation. Not a traditional rebuttable presumption — compensability pathway requiring diagnosis by mental health professional + qualifying event criteria. Excludes PTSD from personnel actions.",FALSE,FALSE
374,VT,cardiovascular,firefighter,21 V.S.A. § 601(1),NA,NA,NA,NA,Condition must become symptomatic within 72 hours of service in the line of duty.,FALSE,FALSE
375,VT,cancer,firefighter,21 V.S.A. § 601(E),NA,NA,NA,NA,"Tobacco exclusion: no use within 10 years of diagnosis date. Age restriction: under 65 at diagnosis. Pre-employment exam per American Cancer Society recommendations; existing employees had until 2 years after July 1, 2007. Employer may rebut by preponderance of evidence that cancer was caused by non-service-connected risk factors.",FALSE,FALSE
376,VT,respiratory,firefighter,21 V.S.A. § 601(3)-(6),NA,NA,NA,NA,Requires documented occupational exposure to aerosolized airborne agents. Tobacco exclusion: no use within 10 years of diagnosis. Vaccine refusal eliminates presumption unless medically contraindicated.,FALSE,FALSE
377,VT,respiratory,emt_paramedic,21 V.S.A. § 601(3)-(6),NA,NA,NA,NA,Statute covers 'rescue workers and ambulance squad members'; credential level not specified. Requires documented occupational exposure. Tobacco exclusion: no use within 10 years of diagnosis. Vaccine refusal eliminates presumption unless medically contraindicated.,FALSE,FALSE
378,VT,infectious,firefighter,21 V.S.A. § 601(3)-(6),NA,NA,NA,NA,Requires documented occupational exposure. Vaccine refusal eliminates presumption unless medically contraindicated. Covered in the same statutory section as lung disease.,FALSE,FALSE
379,VT,infectious,emt_paramedic,21 V.S.A. § 601(3)-(6),NA,NA,NA,NA,Statute covers 'rescue workers and ambulance squad members'; credential level not specified. Requires documented occupational exposure. Vaccine refusal eliminates presumption unless medically contraindicated.,FALSE,FALSE
380,VT,mental,firefighter,21 V.S.A. § 601(I),NA,NA,NA,NA,Must be diagnosed by a psychiatrist or psychologist. Employer may rebut by preponderance of evidence that PTSD was caused by non-service-connected risk factors.,FALSE,FALSE
381,VT,mental,law_enforcement,21 V.S.A. § 601(I),NA,NA,NA,NA,Must be diagnosed by a psychiatrist or psychologist. Employer may rebut by preponderance of evidence that PTSD was caused by non-service-connected risk factors.,FALSE,FALSE
382,VT,mental,emt_paramedic,21 V.S.A. § 601(I),NA,NA,NA,NA,Statute covers 'rescue workers and ambulance workers.' Must be diagnosed by a psychiatrist or psychologist. Employer may rebut by preponderance of evidence that PTSD was caused by non-service-connected risk factors.,FALSE,FALSE
383,WA,respiratory,firefighter,RCW 51.32.185(1)(a)(i),NA,NA,NA,NA,"Covers firefighters as defined in RCW 41.26.030(17)(a),(b),(c),(h); private-sector firefighters in departments of 50+; and fire investigators. Tobacco exclusion: does not apply to regular users of tobacco products.",FALSE,FALSE
384,WA,cardiovascular,firefighter,RCW 51.32.185(1)(a)(ii),NA,NA,NA,NA,"Covers firefighters and fire investigators. Timeline trigger: onset within 72 hours of exposure to smoke/fumes/toxic substances, or within 24 hours of strenuous physical exertion. Tobacco exclusion: regular users excluded.",FALSE,FALSE
385,WA,cardiovascular,law_enforcement,RCW 51.32.185(1)(c)(i),NA,NA,NA,NA,"Covers law enforcement officers as defined in RCW 41.26.030(19)(b),(c),(e). Same timeline trigger as firefighter heart condition. Tobacco exclusion applies.",FALSE,FALSE
386,WA,cancer,firefighter,RCW 51.32.185(1)(a)(iii); (3),NA,NA,NA,NA,"Covers firefighters as defined in RCW 41.26.030(17)(a),(b),(c),(h); private-sector firefighters in departments of 50+; and fire investigators. Pre-employment exam must show no evidence of cancer, OR employer failed to provide exam. Prostate cancer age limit: diagnosed before age 50. Tobacco exclusion applies.",FALSE,FALSE
387,WA,infectious,firefighter,RCW 51.32.185(1)(a)(iv); (4),NA,NA,NA,NA,Covers firefighters and fire investigators. No tobacco exclusion for this condition.,FALSE,FALSE
388,WA,infectious,law_enforcement,RCW 51.32.185(1)(c)(ii); (4),NA,NA,NA,NA,"Law enforcement officers as defined in RCW 41.26.030(19)(b),(c),(e). No tobacco exclusion.",FALSE,FALSE
389,WA,mental,firefighter,RCW 51.08.142(2); RCW 51.32.185(1)(b); (5); (6),NA,NA,NA,NA,"Covers firefighters as defined in RCW 41.26.030(16)(a),(b),(c),(h); private-sector firefighters in departments of 50+. Pre-employment psychological exam required for employees hired after effective date, administered by psychiatrist or psychologist, ruling out PTSD from pre-employment exposures. Excluded: PTSD directly attributed to disciplinary action, work evaluation, job transfer, layoff, demotion, termination, or similar action.",FALSE,FALSE
390,WA,mental,law_enforcement,RCW 51.08.142(2); RCW 51.32.185(1)(b); (5); (6),NA,NA,NA,NA,"Law enforcement officers as defined in RCW 41.26.030(18)(b),(c),(e). Same pre-employment psychological exam requirement and same exclusion for personnel-action-related PTSD.",FALSE,FALSE
391,WI,cardiovascular,firefighter,Wis. Stat. § 891.45(2),NA,NA,NA,NA,"Covers state, county, and municipal firefighters. Pre-employment exam must show no evidence of heart or respiratory impairment or disease. Presumption applies in proceedings for disability or death benefits under s. 40.65(2) or applicable pension/retirement systems. 'Municipal fire fighter' includes persons under s. 61.66 where firefighting duties took up at least two-thirds of working hours during the 5-year qualifying period.",FALSE,FALSE
392,WI,respiratory,firefighter,Wis. Stat. § 891.45(2),NA,NA,NA,NA,"Same statute and pre-employment exam requirement as cardiovascular row. Heart and respiratory impairment/disease are covered together under § 891.45(2). Covers state, county, and municipal firefighters.",FALSE,FALSE
393,WI,infectious,firefighter,Wis. Stat. § 891.453(2)(b),NA,NA,NA,NA,"Pre-employment exam must show no evidence of an infectious disease. 'Fire fighter' for this section means a state, county, or municipal firefighter covered under § 891.45 and persons under s. 61.66 whose duties as a firefighter took up at least two-thirds of working hours. Presumption applies in proceedings for disability or death benefits.",FALSE,FALSE
394,WI,infectious,emt_paramedic,Wis. Stat. § 891.453(2)(b),NA,NA,NA,NA,'Emergency medical service provider' means a person employed by the state or by a county or municipality who is an emergency medical technician (§ 256.01(5)) or a first responder (§ 256.01(9)). Pre-employment exam must show no evidence of an infectious disease. Presumption applies in proceedings for disability or death benefits.,FALSE,FALSE
395,WI,infectious,law_enforcement,Wis. Stat. § 891.453(2)(b),NA,NA,NA,NA,"Statute explicitly names 'law enforcement officer' as a covered class alongside correctional officers, EMS providers, and fire fighters. Pre-employment exam must show no evidence of infectious disease.",FALSE,FALSE
396,WI,infectious,corrections,Wis. Stat. § 891.453(2)(b),NA,NA,NA,NA,Statute explicitly names 'correctional officer' as a covered class. Pre-employment exam must show no evidence of infectious disease. Presumption applies in proceedings for disability or death benefits under s. 40.65(2) or applicable pension/retirement systems.,FALSE,FALSE
397,WI,cancer,firefighter,Wis. Stat. § 891.455(2)-(4),NA,NA,NA,NA,"Covers state, county, and municipal firefighters. Pre-employment exam must show no evidence of cancer. System-based cancer list (not specific cancer types): skin, breasts, CNS, lymphatic, digestive, hematological, urinary, skeletal, oral, reproductive systems. Tobacco exclusion: presumption for smoking/tobacco-caused cancers does not apply to any municipal fire fighter who smokes cigarettes or uses tobacco products after January 1, 2001. 'Municipal fire fighter' under this section includes persons under s. 61.66 whose duties as a firefighter during the 10-year qualifying period took up at least two-thirds of working hours.",FALSE,FALSE
398,WV,cardiovascular,firefighter,W. Va. Code §23-4-1(h),NA,NA,NA,NA,Covers professional firefighters only. Cardiovascular/pulmonary presumption applies if disease/injury onset occurred within 6 months of firefighting or training/drill exercise involving firefighting. Statute also notes notice is presumed sufficient when conditions are met.,FALSE,FALSE
399,WV,respiratory,firefighter,W. Va. Code §23-4-1(h),NA,NA,NA,NA,Covers professional firefighters only. Pulmonary disease is enumerated alongside cardiovascular in §23-4-1(h) under the same 2-year service / 6-month firefighting-activity trigger.,FALSE,FALSE
400,WV,cancer,firefighter,W. Va. Code §23-4-1(h),NA,NA,NA,NA,"Covers professional firefighters only. Requires 5 years active employment in WV, age under 65, and no tobacco use for at least 10 years. No sunset on these cancers. Rebuttable presumption.",FALSE,FALSE
401,WV,cancer,firefighter,W. Va. Code §23-4-1(h),NA,NA,7/1/27,"SUNSET: Added by 2024 legislative session; expires July 1, 2027, unless extended by","SUNSET: Added by 2024 legislative session; expires July 1, 2027, unless extended by the Legislature. Covers professional firefighters only. Requires 5 years active employment in WV, age under 65, and no tobacco use more than 6 times per calendar year for at least 10 years. Rebuttable presumption.",TRUE,FALSE
402,WV,mental,firefighter,W. Va. Code §23-4-1f,NA,NA,NA,NA,"Coverage is employer-elective: employer must purchase PTSD coverage from its WC carrier or self-insurance program. Diagnosis must be made by a licensed psychiatrist, certified mental health nurse practitioner, or certified psychiatric physician assistant. Applies only to diagnoses on or after July 1, 2021 (or start of next policy term for which coverage was purchased). Disciplinary actions and personnel decisions excluded. Volunteer firefighters included via definition of 'employer' covering paid or volunteer employment.",FALSE,FALSE
403,WV,mental,law_enforcement,W. Va. Code §23-4-1f,NA,NA,NA,NA,"Law enforcement officers are explicitly included in the definition of 'first responder' under §23-4-1f. Coverage is employer-elective. Same conditions as firefighter row: employer must purchase PTSD coverage, diagnosis by qualifying provider required, applies to diagnoses on or after July 1, 2021.",FALSE,FALSE
404,WV,mental,emt_paramedic,W. Va. Code §23-4-1f,NA,NA,NA,NA,"EMTs and paramedics are explicitly included in the definition of 'first responder' under §23-4-1f. Coverage is employer-elective. Same conditions as firefighter row: employer must purchase PTSD coverage, diagnosis by qualifying provider required, applies to diagnoses on or after July 1, 2021.",FALSE,FALSE
405,WV,mental,corrections,W. Va. Code §23-4-1f,NA,NA,NA,NA,"Emergency dispatchers are explicitly included in the definition of 'first responder' under §23-4-1f (mapped to corrections as closest category — dispatchers are not corrections officers but no better schema value exists). Coverage is employer-elective. Diagnosis by qualifying provider required, applies to diagnoses on or after July 1, 2021.",FALSE,FALSE
406,WY,cancer,firefighter,Wyo. Stat. §27-15-101 through §27-15-103,7/1/17,"Effective July 1, 2017. Rebuttable by clea",NA,NA,"Effective July 1, 2017. Rebuttable by clear and convincing evidence that a risk factor, accident, hazard, or other cause not associated with firefighter service was the dominant cause. Tobacco exclusion: presumption does not apply if listed disease is known to be caused by smoking and firefighter was a regular tobacco user for 10+ years, or was a regular user for 10+ years and has quit fewer than 10 years ago. Listed disease category also includes case-by-case demonstration before the Wyoming workers' compensation medical commission (§27-15-102(h)).",TRUE,FALSE
407,WY,cancer,firefighter_volunteer,Wyo. Stat. §27-15-101 through §27-15-103,NA,NA,NA,NA,Volunteer firefighters are explicitly included in the statutory definition of 'firefighter' under §27-15-101(a)(i). Volunteers satisfy the 10-year minimum period if they participated in at least 40% of drills and 25% of emergency calls during their service. Volunteer departments must maintain individual participation records. Same rebuttable standard and tobacco exclusion as paid firefighters.,FALSE,FALSE
408,WY,cardiovascular,firefighter,Wyo. Stat. §27-15-101 through §27-15-103,NA,NA,NA,NA,"Cardiovascular disease, acute myocardial infarction, and stroke are all listed as enumerated 'listed diseases' under §27-15-101(a)(ii)(B) and (C). Same service, pre-employment exam, post-termination, and tobacco-exclusion conditions as cancer row. Tobacco exclusion applies only if the specific listed disease is known to be caused by smoking.",FALSE,FALSE
409,WY,cardiovascular,firefighter_volunteer,Wyo. Stat. §27-15-101 through §27-15-103,NA,NA,NA,NA,"Volunteer firefighters explicitly included in 'firefighter' definition under §27-15-101(a)(i). Volunteer minimum period: 40% of drills and 25% of emergency calls over 10 years. Cardiovascular disease, MI, and stroke are enumerated listed diseases. Same rebuttable standard and tobacco exclusion as paid firefighters.",FALSE,FALSE
410,WY,mental,firefighter,Wyo. Stat. §27-14-102(a)(xi)(J)(II),NA,NA,NA,NA,"Not a true presumption — this is a statutory exception to Wyoming's general exclusion of mental-mental claims. First responders (firefighters, peace officers, search and rescue, ambulance personnel) may have mental injuries recognized as compensable WC injuries if established by clear and convincing evidence with qualifying provider diagnosis. Disciplinary action, job transfers, layoffs, terminations, and similar personnel actions excluded. Benefits capped at 36 months post-diagnosis. 'First responder' defined at §27-14-102(a)(xxxi) to include firefighters (paid and volunteer).",FALSE,FALSE
411,WY,mental,law_enforcement,Wyo. Stat. §27-14-102(a)(xi)(J)(II),NA,NA,NA,NA,"Peace officers are explicitly included in the 'first responder' definition at §27-14-102(a)(xxxi). Same compensability standard as firefighter row — exception to mental-mental exclusion, not a presumption. Requires clear and convincing evidence and qualifying provider diagnosis. Personnel actions excluded.",FALSE,FALSE
412,WY,mental,emt_paramedic,Wyo. Stat. §27-14-102(a)(xi)(J)(II),NA,NA,NA,NA,"Ambulance personnel (EMTs/paramedics) and search and rescue personnel are explicitly included in the 'first responder' definition at §27-14-102(a)(xxxi). Same compensability standard as firefighter row — exception to mental-mental exclusion, not a presumption. Requires clear and convincing evidence and qualifying provider diagnosis. Personnel actions excluded.",FALSE,FALSE
